datetime,symbol,open,high,low,close,volume
2025-10-30 19:40:00,CRWV,132.5912,132.66,132.495,132.5673,20671
2025-10-30 19:41:00,CRWV,132.62,132.62,132.5,132.59,18094
2025-10-30 19:42:00,CRWV,132.6,132.6299,132.51,132.54,11832
2025-10-30 19:43:00,CRWV,132.58,132.64,132.5,132.595,24610
2025-10-30 19:44:00,CRWV,132.6,132.66,132.54,132.54,17852
2025-10-30 19:45:00,CRWV,132.55,132.585,132.2134,132.2134,54521
2025-10-30 19:46:00,CRWV,132.249,132.45,132.18,132.425,24738
2025-10-30 19:47:00,CRWV,132.338,132.66,132.338,132.56,40000
2025-10-30 19:48:00,CRWV,132.56,132.97,132.51,132.96,31482
2025-10-30 19:49:00,CRWV,132.93,133.03,132.61,132.69,53927
2025-10-30 19:50:00,CRWV,132.67,132.68,132.11,132.36,59228
2025-10-30 19:51:00,CRWV,132.38,132.48,132.17,132.31,34358
2025-10-30 19:52:00,CRWV,132.36,132.81,132.36,132.49,52484
2025-10-30 19:53:00,CRWV,132.42,132.4825,132.16,132.16,32244
2025-10-30 19:54:00,CRWV,132.175,132.245,132.1,132.12,55845
2025-10-30 19:55:00,CRWV,132.11,132.23,132.11,132.16,48424
2025-10-30 19:56:00,CRWV,132.16,132.18,131.7005,131.71,126571
2025-10-30 19:57:00,CRWV,131.72,131.73,131.2,131.225,94628
2025-10-30 19:58:00,CRWV,131.22,131.27,131.165,131.2425,111881
2025-10-30 19:59:00,CRWV,131.23,131.24,131.01,131.03,161805
